stage,trial,batch,source,observation,verification,status,score,task_messages,original_source_matches_audit_hash
4,17,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-17,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-4/trial-17/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,2,True
4,18,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-18,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-4/trial-18/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,2,True
4,19,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-19,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-4/trial-19/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,2,True
4,20,structured-audit-20,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-20,/private/tmp/arc30-22772406666b/structured-audit-20/stage-4/trial-20/observation.json,/private/tmp/arc30-22772406666b/structured-audit-20/verification.json,success,20,2,True
4,21,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-21,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-4/trial-21/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,2,True
4,22,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-22,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-4/trial-22/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,2,True
4,23,structured-audit-23,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-23,/private/tmp/arc30-22772406666b/structured-audit-23/stage-4/trial-23/observation.json,/private/tmp/arc30-22772406666b/structured-audit-23/verification.json,success,20,2,True
4,24,structured-audit-24,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-24,/private/tmp/arc30-22772406666b/structured-audit-24/stage-4/trial-24/observation.json,/private/tmp/arc30-22772406666b/structured-audit-24/verification.json,success,20,2,True
4,25,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-25,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-4/trial-25/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,2,True
4,26,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-26,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-4/trial-26/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,2,True
4,27,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-27,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-4/trial-27/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,3,True
4,28,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-28,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-4/trial-28/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,4,True
4,29,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-29,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-4/trial-29/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,3,True
4,30,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-4/results/experiment/20260912T170838Z-stage4-ff76a0f46e3a/trial-30,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-4/trial-30/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,2,True
5,1,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-01,/tmp/arc30-22772406666b/structured-audit-01-05/stage-5/trial-01/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,3,True
5,2,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-02,/tmp/arc30-22772406666b/structured-audit-01-05/stage-5/trial-02/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,2,True
5,3,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-03,/tmp/arc30-22772406666b/structured-audit-01-05/stage-5/trial-03/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,6,True
5,4,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-04,/tmp/arc30-22772406666b/structured-audit-01-05/stage-5/trial-04/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,4,True
5,5,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-05,/tmp/arc30-22772406666b/structured-audit-01-05/stage-5/trial-05/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,3,True
5,6,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-06,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-5/trial-06/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,2,True
5,7,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-07,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-5/trial-07/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,2,True
5,8,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-08,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-5/trial-08/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,4,True
5,9,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-09,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-5/trial-09/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,2,True
5,10,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-10,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-5/trial-10/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,2,True
5,11,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-11,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-5/trial-11/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,3,True
5,12,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-12,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-5/trial-12/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,8,True
5,13,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-13,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-5/trial-13/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,2,True
5,14,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-14,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-5/trial-14/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,2,True
5,15,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-15,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-5/trial-15/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,3,True
5,16,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-16,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-5/trial-16/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,3,True
5,17,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-17,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-5/trial-17/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,2,True
5,18,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-18,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-5/trial-18/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,4,True
5,19,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-19,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-5/trial-19/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,2,True
5,20,structured-audit-20,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-20,/private/tmp/arc30-22772406666b/structured-audit-20/stage-5/trial-20/observation.json,/private/tmp/arc30-22772406666b/structured-audit-20/verification.json,success,20,2,True
5,21,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-21,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-5/trial-21/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,2,True
5,22,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-22,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-5/trial-22/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,2,True
5,23,structured-audit-23,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-23,/private/tmp/arc30-22772406666b/structured-audit-23/stage-5/trial-23/observation.json,/private/tmp/arc30-22772406666b/structured-audit-23/verification.json,success,20,2,True
5,24,structured-audit-24,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-24,/private/tmp/arc30-22772406666b/structured-audit-24/stage-5/trial-24/observation.json,/private/tmp/arc30-22772406666b/structured-audit-24/verification.json,success,20,3,True
5,25,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-25,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-5/trial-25/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,4,True
5,26,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-26,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-5/trial-26/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,3,True
5,27,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-27,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-5/trial-27/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,3,True
5,28,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-28,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-5/trial-28/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,4,True
5,29,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-29,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-5/trial-29/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,3,True
5,30,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-5/results/experiment/20260912T170838Z-stage5-0cf49fbfa1a8/trial-30,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-5/trial-30/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,2,True
6,1,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-01,/tmp/arc30-22772406666b/structured-audit-01-05/stage-6/trial-01/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,4,True
6,2,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-02,/tmp/arc30-22772406666b/structured-audit-01-05/stage-6/trial-02/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,4,True
6,3,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-03,/tmp/arc30-22772406666b/structured-audit-01-05/stage-6/trial-03/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,5,True
6,4,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-04,/tmp/arc30-22772406666b/structured-audit-01-05/stage-6/trial-04/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,4,True
6,5,structured-audit-01-05,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-05,/tmp/arc30-22772406666b/structured-audit-01-05/stage-6/trial-05/observation.json,/private/tmp/arc30-22772406666b/structured-audit-01-05/verification.json,success,20,5,True
6,6,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-06,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-6/trial-06/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,3,True
6,7,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-07,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-6/trial-07/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,3,True
6,8,structured-audit-06-08,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-08,/private/tmp/arc30-22772406666b/structured-audit-06-08/stage-6/trial-08/observation.json,/private/tmp/arc30-22772406666b/structured-audit-06-08/verification.json,success,20,3,True
6,9,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-09,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-6/trial-09/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,3,True
6,10,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-10,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-6/trial-10/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,4,True
6,11,structured-audit-09-11,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-11,/private/tmp/arc30-22772406666b/structured-audit-09-11/stage-6/trial-11/observation.json,/private/tmp/arc30-22772406666b/structured-audit-09-11/verification.json,success,20,3,True
6,12,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-12,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-6/trial-12/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,4,True
6,13,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-13,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-6/trial-13/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,4,True
6,14,structured-audit-12-14,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-14,/private/tmp/arc30-22772406666b/structured-audit-12-14/stage-6/trial-14/observation.json,/private/tmp/arc30-22772406666b/structured-audit-12-14/verification.json,success,20,3,True
6,15,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-15,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-6/trial-15/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,2,True
6,16,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-16,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-6/trial-16/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,4,True
6,17,structured-audit-15-17,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-17,/private/tmp/arc30-22772406666b/structured-audit-15-17/stage-6/trial-17/observation.json,/private/tmp/arc30-22772406666b/structured-audit-15-17/verification.json,success,20,4,True
6,18,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-18,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-6/trial-18/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,2,True
6,19,structured-audit-18-19,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-19,/private/tmp/arc30-22772406666b/structured-audit-18-19/stage-6/trial-19/observation.json,/private/tmp/arc30-22772406666b/structured-audit-18-19/verification.json,success,20,4,True
6,20,structured-audit-20,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-20,/private/tmp/arc30-22772406666b/structured-audit-20/stage-6/trial-20/observation.json,/private/tmp/arc30-22772406666b/structured-audit-20/verification.json,success,20,9,True
6,21,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-21,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-6/trial-21/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,3,True
6,22,structured-audit-21-22,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-22,/private/tmp/arc30-22772406666b/structured-audit-21-22/stage-6/trial-22/observation.json,/private/tmp/arc30-22772406666b/structured-audit-21-22/verification.json,success,20,4,True
6,23,structured-audit-23,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-23,/private/tmp/arc30-22772406666b/structured-audit-23/stage-6/trial-23/observation.json,/private/tmp/arc30-22772406666b/structured-audit-23/verification.json,success,20,3,True
6,24,structured-audit-24,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-24,/private/tmp/arc30-22772406666b/structured-audit-24/stage-6/trial-24/observation.json,/private/tmp/arc30-22772406666b/structured-audit-24/verification.json,success,20,3,True
6,25,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-25,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-6/trial-25/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,failed,,4,True
6,26,structured-audit-25-26,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-26,/private/tmp/arc30-22772406666b/structured-audit-25-26/stage-6/trial-26/observation.json,/private/tmp/arc30-22772406666b/structured-audit-25-26/verification.json,success,20,3,True
6,27,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-27,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-6/trial-27/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,4,True
6,28,structured-audit-27-28,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-28,/private/tmp/arc30-22772406666b/structured-audit-27-28/stage-6/trial-28/observation.json,/private/tmp/arc30-22772406666b/structured-audit-27-28/verification.json,success,20,5,True
6,29,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-29,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-6/trial-29/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,4,True
6,30,structured-audit-29-30,/Users/hyohyeon/Desktop/agent-research-commincation/.worktree/20260912T170838Z-plan-22772406666b/stage-6/results/experiment/20260912T170838Z-stage6-be74e683a4b1/trial-30,/private/tmp/arc30-22772406666b/structured-audit-29-30/stage-6/trial-30/observation.json,/private/tmp/arc30-22772406666b/structured-audit-29-30/verification.json,success,20,4,True
